drug_id,atom_id,atom_type,charge
d181,d181_10,n,32
d181,d181_11,n,32
d181,d181_12,n,38
d181,d181_13,o,40
d181,d181_14,o,40
d181,d181_15,h,1
d181,d181_16,h,1
d181,d181_17,h,1
d181,d181_18,h,1
d182,d182_1,c,22
d182,d182_2,c,22
d182,d182_3,c,27
d182,d182_4,c,27
d182,d182_5,c,22
d182,d182_6,c,22
d182,d182_7,h,3
d182,d182_8,h,3
d182,d182_9,h,3
d182,d182_10,n,35
d182,d182_11,c,22
d182,d182_12,c,22
d182,d182_13,c,22
d182,d182_14,h,3
d182,d182_15,h,3
d182,d182_16,c,10
d182,d182_17,h,3
d182,d182_18,h,3
d182,d182_19,h,3
d182,d182_20,n,38
d182,d182_21,o,40
d182,d182_22,o,40
d183,d183_1,c,22
d183,d183_2,c,22
d183,d183_3,c,27
d183,d183_4,c,27
d183,d183_5,c,27
d183,d183_6,c,22
d183,d183_7,h,3
d183,d183_8,h,3
d183,d183_9,c,22
d183,d183_10,c,22
d183,d183_11,c,27
d183,d183_12,c,27
d183,d183_13,h,3
d183,d183_14,h,3
d183,d183_15,c,27
d183,d183_16,c,22
d183,d183_17,c,22
d183,d183_18,h,3
d183,d183_19,h,3
d183,d183_20,c,22
d183,d183_21,c,22
d183,d183_22,c,22
d183,d183_23,h,3
d183,d183_24,h,3
d183,d183_25,n,38
d183,d183_26,n,38
d183,d183_27,o,40
d183,d183_28,o,40
d183,d183_29,o,40
d183,d183_30,o,40
d184,d184_1,c,22
d184,d184_2,c,22
d184,d184_3,c,27
d184,d184_4,c,27
d184,d184_5,c,28
d184,d184_6,c,22
d184,d184_7,h,3
d184,d184_8,h,3
d184,d184_9,h,3
d184,d184_10,c,22
d184,d184_11,c,22
d184,d184_12,c,22
d184,d184_13,c,29
d184,d184_14,h,3
d184,d184_15,h,3
d184,d184_16,c,28
d184,d184_17,c,28
d184,d184_18,c,22
d184,d184_19,c,22
d184,d184_20,c,22
d184,d184_21,c,22
d184,d184_22,h,3
d184,d184_23,h,3
d184,d184_24,h,3
d184,d184_25,n,38
d184,d184_26,n,38
d184,d184_27,o,40
d184,d184_28,o,40
d184,d184_29,o,40
d184,d184_30,o,40
d185,d185_1,c,22
d185,d185_2,c,22
d185,d185_3,c,22
d185,d185_4,c,22
d185,d185_5,c,22
d185,d185_6,c,22
d185,d185_7,h,3
d185,d185_8,h,3
d185,d185_9,h,3
d185,d185_10,f,92
d185,d185_11,n,38
d185,d185_12,n,38
d185,d185_13,o,40
d185,d185_14,o,40
d185,d185_15,o,40
d185,d185_16,o,40
d186,d186_1,c,22
d186,d186_2,c,22
d186,d186_3,c,22
d186,d186_4,c,22
d186,d186_5,c,22
d186,d186_6,c,22
d186,d186_7,h,3
d186,d186_8,h,3
d186,d186_9,h,3
d186,d186_10,n,32
d186,d186_11,c,10
d186,d186_12,c,10
d186,d186_13,h,3
d186,d186_14,h,3
d186,d186_15,h,3
d186,d186_16,h,3
d186,d186_17,h,1
d186,d186_18,n,38
d186,d186_19,o,40
d186,d186_20,o,40
d187,d187_1,c,194
d187,d187_2,c,194
d187,d187_3,c,29
d187,d187_4,c,194
d187,d187_5,c,29
d187,d187_6,c,29
d187,d187_7,c,22
d187,d187_8,c,22
d187,d187_9,c,22
d187,d187_10,c,22
d187,d187_11,h,3
d187,d187_12,h,3
d187,d187_13,h,3
d187,d187_14,c,22
d187,d187_15,c,22
d187,d187_16,c,22
d187,d187_17,c,22
d187,d187_18,h,3
d187,d187_19,h,3
d187,d187_20,h,3
d187,d187_21,h,3
d187,d187_22,c,22
d187,d187_23,c,22
d187,d187_24,c,22
d187,d187_25,c,22
d187,d187_26,h,3
d187,d187_27,h,3
d187,d187_28,h,3
d187,d187_29,h,3
d187,d187_30,n,38
d187,d187_31,o,40
d187,d187_32,o,40
d188,d188_1,c,22
d188,d188_2,c,22
d188,d188_3,c,22
d188,d188_4,c,29
d188,d188_5,c,22
d188,d188_6,c,22
d188,d188_7,h,3
d188,d188_8,h,3
d188,d188_9,h,3
d188,d188_10,h,3
d188,d188_11,c,22
d188,d188_12,c,22
d188,d188_13,c,22
d188,d188_14,c,22
d188,d188_15,c,22
d188,d188_16,c,29
d188,d188_17,h,3
d188,d188_18,h,3
d188,d188_19,h,3
d188,d188_20,n,32
d188,d188_21,h,1
d188,d188_22,n,38
d188,d188_23,o,40
d188,d188_24,o,40
d189,d189_1,c,22
d189,d189_2,c,22
d189,d189_3,c,27
d189,d189_4,c,27
d189,d189_5,c,22
d189,d189_6,c,22
d189,d189_7,h,3
d189,d189_8,h,3
d189,d189_9,c,22
d189,d189_10,c,22
d189,d189_11,c,22
d189,d189_12,c,22
d189,d189_13,h,3
d189,d189_14,h,3
d189,d189_15,n,38
d189,d189_16,n,38
d189,d189_17,n,38
d189,d189_18,n,38
d189,d189_19,o,40
d189,d189_20,o,40
d189,d189_21,o,40
d189,d189_22,o,40
d189,d189_23,o,40
d189,d189_24,o,40
d189,d189_25,o,40
d189,d189_26,o,40
d19,d19_1,c,22
d19,d19_2,c,22
d19,d19_3,c,27
d19,d19_4,c,27
d19,d19_5,c,22
d19,d19_6,c,22
d19,d19_7,h,3
d19,d19_8,h,3
d19,d19_9,h,3
d19,d19_10,n,35
d19,d19_11,c,22
d19,d19_12,c,22
d19,d19_13,c,22
d19,d19_14,h,3
d19,d19_15,h,3
d19,d19_16,h,3
d19,d19_17,n,38
d19,d19_18,o,40
d19,d19_19,o,40
d190,d190_1,c,22
d190,d190_2,c,22
d190,d190_3,c,26
d190,d190_4,c,26
d190,d190_5,c,22
d190,d190_6,c,22
d190,d190_7,n,34
d190,d190_8,c,21
d190,d190_9,c,21
d190,d190_10,n,38
d190,d190_11,o,40
d190,d190_12,o,40
d190,d190_13,h,1
d190,d190_14,h,3
d190,d190_15,h,3
d190,d190_16,h,3
d190,d190_17,h,3
d190,d190_18,h,3
d191,d191_1,c,22
d191,d191_2,c,22
d191,d191_3,c,27
d191,d191_4,c,27
d191,d191_5,c,27
d191,d191_6,c,22
d191,d191_7,c,27
d191,d191_8,c,27
d191,d191_9,c,22
d191,d191_10,c,22
d191,d191_11,c,26
d191,d191_12,c,26
d191,d191_13,c,22
d191,d191_14,c,22
d191,d191_15,c,22
d191,d191_16,c,26
d191,d191_17,c,21
d191,d191_18,c,21
d191,d191_19,h,3
d191,d191_20,h,3
d191,d191_21,h,3
d191,d191_22,h,3
d191,d191_23,h,3
d191,d191_24,h,3
d191,d191_25,h,3
d191,d191_26,h,3
d191,d191_27,h,3
d191,d191_28,n,38
d191,d191_29,o,40
d191,d191_30,o,40
d192,d192_1,c,22
d192,d192_2,c,22
d192,d192_3,c,27
d192,d192_4,c,27
d192,d192_5,c,22
d192,d192_6,c,22
d192,d192_7,h,3
d192,d192_8,h,3
d192,d192_9,h,3
d192,d192_10,h,3
d192,d192_11,c,22
d192,d192_12,c,22
d192,d192_13,c,195
d192,d192_14,c,195
d192,d192_15,h,3
d192,d192_16,c,27
d192,d192_17,c,27
d192,d192_18,c,22
d192,d192_19,c,22
d192,d192_20,h,3
d192,d192_21,h,3
d192,d192_22,c,22
d192,d192_23,c,22
d192,d192_24,c,22
d192,d192_25,c,22
d192,d192_26,h,3
d192,d192_27,h,3
d192,d192_28,h,3
d192,d192_29,h,3
d192,d192_30,n,38
d192,d192_31,o,40
d192,d192_32,o,40
d193,d193_1,c,22
d193,d193_2,c,22
d193,d193_3,c,27
d193,d193_4,c,27
d193,d193_5,c,22
d193,d193_6,c,22
d193,d193_7,h,3
d193,d193_8,h,3
d193,d193_9,h,3
d193,d193_10,h,3
d193,d193_11,c,22
d193,d193_12,c,22
d193,d193_13,c,195
d193,d193_14,c,195
d193,d193_15,h,3
d193,d193_16,c,27
d193,d193_17,c,27
d193,d193_18,c,22
d193,d193_19,c,22
d193,d193_20,h,3
d193,d193_21,h,3
d193,d193_22,c,22
d193,d193_23,c,22
d193,d193_24,c,22
d193,d193_25,c,22
d193,d193_26,h,3
d193,d193_27,h,3
d193,d193_28,h,3
d193,d193_29,h,3
d193,d193_30,n,38
d193,d193_31,o,40
d193,d193_32,o,40
d194,d194_1,c,22
d194,d194_2,c,22
d194,d194_3,c,22
d194,d194_4,c,22
d194,d194_5,c,22
d194,d194_6,c,22
d194,d194_7,h,3
d194,d194_8,h,3
d194,d194_9,h,3
d194,d194_10,n,32
d194,d194_11,n,38
d194,d194_12,h,1
d194,d194_13,h,1
d194,d194_14,o,40
d194,d194_15,o,40
d194,d194_16,n,32
d194,d194_17,h,1
d194,d194_18,h,1
d195,d195_1,c,22
d195,d195_2,c,22
d195,d195_3,c,22
d195,d195_4,c,22
d195,d195_5,c,22
d195,d195_6,c,22
d195,d195_7,h,3
d195,d195_8,h,3
d195,d195_9,cl,93
d195,d195_10,cl,93
d195,d195_11,cl,93
d195,d195_12,n,38
d195,d195_13,o,40
d195,d195_14,o,40
d196,d196_1,c,22
d196,d196_2,c,22
d196,d196_3,c,22
d196,d196_4,c,29
d196,d196_5,c,22
d196,d196_6,c,22
d196,d196_7,h,3
d196,d196_8,h,3
d196,d196_9,h,3
d196,d196_10,h,3
d196,d196_11,c,22
d196,d196_12,c,22
d196,d196_13,c,22
d196,d196_14,c,22
d196,d196_15,c,22
d196,d196_16,c,29
d196,d196_17,h,3
d196,d196_18,h,3
d196,d196_19,n,32
d196,d196_20,h,1
d196,d196_21,h,3
d196,d196_22,n,38
d196,d196_23,o,40
d196,d196_24,o,40
d197,d197_1,c,22
d197,d197_2,c,22
d197,d197_3,c,26
d197,d197_4,c,26
d197,d197_5,c,22
d197,d197_6,c,22
d197,d197_7,n,34
d197,d197_8,c,21
d197,d197_9,n,34
d197,d197_10,c,10
d197,d197_11,n,38
d197,d197_12,o,40
d197,d197_13,o,40
d197,d197_14,h,3
d197,d197_15,h,3
d197,d197_16,h,3
d197,d197_17,h,3
d197,d197_18,h,3
d197,d197_19,h,3
d197,d197_20,h,3
d2,d2_1,c,22
d2,d2_2,c,22
d2,d2_3,c,27
d2,d2_4,c,27
d2,d2_5,c,22
d2,d2_6,c,22
d2,d2_7,h,3
d2,d2_8,h,3
d2,d2_9,h,3
d2,d2_10,n,35
d2,d2_11,c,22
d2,d2_12,c,22
d2,d2_13,c,22
d2,d2_14,h,3
d2,d2_15,h,3
d2,d2_16,h,3
d2,d2_17,n,38
d2,d2_18,o,40
d2,d2_19,o,40
d20,d20_1,c,22
d20,d20_2,c,22
d20,d20_3,c,22
d20,d20_4,c,29
d20,d20_5,c,22
d20,d20_6,c,22
d20,d20_7,c,22
d20,d20_8,c,22
d20,d20_9,c,22
d20,d20_10,c,22
d20,d20_11,c,22
d20,d20_12,c,29
d20,d20_13,c,10
d20,d20_14,n,38
d20,d20_15,o,40
d20,d20_16,o,40
d20,d20_17,h,3
d20,d20_18,h,3
d20,d20_19,h,3
d20,d20_20,h,3
d20,d20_21,h,3
d20,d20_22,h,3
d20,d20_23,h,3
d20,d20_24,h,3
d20,d20_25,c,19
d20,d20_26,n,31
d21,d21_1,c,22
d21,d21_2,c,22
d21,d21_3,c,22
d21,d21_4,c,29
d21,d21_5,c,22
d21,d21_6,c,22
d21,d21_7,h,3
d21,d21_8,h,3
d21,d21_9,h,3
d21,d21_10,h,3
d21,d21_11,c,29
d21,d21_12,c,22
d21,d21_13,c,22
d21,d21_14,c,22
d21,d21_15,c,22
d21,d21_16,c,22
d21,d21_17,h,3
d21,d21_18,h,3
d21,d21_19,h,3
d21,d21_20,h,3
d21,d21_21,n,38
d21,d21_22,n,38
d21,d21_23,o,40
d21,d21_24,o,40
d21,d21_25,o,40
d21,d21_26,o,40
d22,d22_1,c,22
d22,d22_2,c,22
d22,d22_3,c,22
d22,d22_4,c,29
d22,d22_5,c,22
d22,d22_6,c,22
d22,d22_7,c,22
d22,d22_8,c,22
d22,d22_9,c,22
d22,d22_10,c,22
d22,d22_11,c,22
d22,d22_12,c,29
d22,d22_13,c,10
d22,d22_14,i,95
d22,d22_15,n,38
d22,d22_16,o,40
d22,d22_17,o,40
d22,d22_18,h,3
d22,d22_19,h,3
d22,d22_20,h,3
d22,d22_21,h,3
d22,d22_22,h,3
d22,d22_23,h,3
d22,d22_24,h,3
d22,d22_25,h,3
d23,d23_1,c,22
d23,d23_2,c,22
d23,d23_3,c,22
d23,d23_4,c,27
d23,d23_5,c,27
d23,d23_6,c,22
d23,d23_7,c,195
d23,d23_8,c,27
d23,d23_9,c,22
d23,d23_10,c,22
d23,d23_11,c,22
d23,d23_12,c,27
d23,d23_13,c,27
d23,d23_14,c,25
d23,d23_15,c,22
d23,d23_16,c,22
d23,d23_17,c,22
d23,d23_18,c,26
d23,d23_19,c,21
d23,d23_20,c,21
d23,d23_21,h,3
d23,d23_22,h,3
d23,d23_23,h,3
d23,d23_24,h,3
d23,d23_25,h,3
d23,d23_26,h,3
d23,d23_27,h,3
d23,d23_28,h,3
d23,d23_29,h,3
d23,d23_30,h,3
d23,d23_31,h,3
d23,d23_32,n,38
d23,d23_33,o,40
d23,d23_34,o,40
d24,d24_1,c,22
d24,d24_2,c,22
d24,d24_3,c,27
d24,d24_4,c,27
d24,d24_5,c,27
d24,d24_6,c,27
d24,d24_7,h,3
d24,d24_8,h,3
d24,d24_9,c,22
d24,d24_10,c,22
d24,d24_11,c,27
d24,d24_12,c,27
d24,d24_13,h,3
d24,d24_14,h,3
d24,d24_15,c,22
d24,d24_16,c,22
d24,d24_17,c,27
d24,d24_18,c,27
d24,d24_19,h,3
d24,d24_20,h,3
d24,d24_21,c,22
d24,d24_22,c,22
d24,d24_23,c,27
d24,d24_24,c,27
d24,d24_25,h,3
d24,d24_26,c,22
d24,d24_27,c,22
d24,d24_28,c,27
d24,d24_29,c,27
d24,d24_30,h,3
d24,d24_31,h,3
d24,d24_32,c,22
d24,d24_33,c,22
d24,d24_34,h,3
d24,d24_35,h,3
d24,d24_36,n,38
d24,d24_37,o,40
d24,d24_38,o,40
d25,d25_1,c,22
d25,d25_2,c,22
d25,d25_3,c,22
d25,d25_4,c,29
d25,d25_5,c,22
d25,d25_6,c,22
d25,d25_7,c,22
d25,d25_8,c,22
d25,d25_9,c,22
d25,d25_10,c,22
d25,d25_11,c,22
d25,d25_12,c,29
d25,d25_13,c,10
d25,d25_14,o,45
d25,d25_15,n,38
d25,d25_16,o,40
d25,d25_17,o,40
d25,d25_18,h,3
d25,d25_19,h,3
d25,d25_20,h,3
d25,d25_21,h,3
d25,d25_22,h,3
d25,d25_23,h,3
d25,d25_24,h,8
d25,d25_25,h,3
d25,d25_26,h,3
d26,d26_1,c,22
d26,d26_2,c,22
d26,d26_3,c,22
d26,d26_4,c,22
d26,d26_5,c,22
d26,d26_6,c,22
d26,d26_7,h,3
d26,d26_8,h,3
d26,d26_9,h,3
d26,d26_10,cl,93
d26,d26_11,n,38
d26,d26_12,n,38
d26,d26_13,o,40
d26,d26_14,o,40
d26,d26_15,o,40
d26,d26_16,o,40
d27,d27_1,c,22
d27,d27_2,c,22
d27,d27_3,c,27
d27,d27_4,c,27
d27,d27_5,c,22
d27,d27_6,c,22
d27,d27_7,h,3
d27,d27_8,h,3
d27,d27_9,h,3
d27,d27_10,h,3
d27,d27_11,c,22
d27,d27_12,c,27
d27,d27_13,c,195
d27,d27_14,c,195
d27,d27_15,h,3
d27,d27_16,c,22
d27,d27_17,c,22
d27,d27_18,c,27
d27,d27_19,c,27
d27,d27_20,h,3
d27,d27_21,h,3
d27,d27_22,c,27
d27,d27_23,c,22
d27,d27_24,c,22
d27,d27_25,h,3
d27,d27_26,h,3
d27,d27_27,c,22
d27,d27_28,c,22
d27,d27_29,c,22
d27,d27_30,h,3
d27,d27_31,h,3
d27,d27_32,n,38
d27,d27_33,o,40
d27,d27_34,o,40
d28,d28_1,c,22
d28,d28_2,c,22
d28,d28_3,c,22
d28,d28_4,c,29
d28,d28_5,c,22
d28,d28_6,c,22
d28,d28_7,c,22
d28,d28_8,c,22
d28,d28_9,c,22
d28,d28_10,c,22
d28,d28_11,c,22
d28,d28_12,c,29
d28,d28_13,c,10
d28,d28_14,n,38
d28,d28_15,o,40
d28,d28_16,o,40
d28,d28_17,f,92
d28,d28_18,h,3
d28,d28_19,h,3
d28,d28_20,h,3
d28,d28_21,h,3
d28,d28_22,h,3
d28,d28_23,h,3
d28,d28_24,h,3
d28,d28_25,h,3
d29,d29_1,c,22
d29,d29_2,c,22
d29,d29_3,c,22
d29,d29_4,c,29
d29,d29_5,c,22
d29,d29_6,c,22
d29,d29_7,c,22
d29,d29_8,c,22
d29,d29_9,c,22
d29,d29_10,c,22
d29,d29_11,c,22
d29,d29_12,c,29
d29,d29_13,c,230
d29,d29_14,n,38
d29,d29_15,o,40
d29,d29_16,o,40
d29,d29_17,n,38
d29,d29_18,o,40
d29,d29_19,o,40
d29,d29_20,n,38
d29,d29_21,o,40
d29,d29_22,o,40
d29,d29_23,f,92
d29,d29_24,h,3
d29,d29_25,h,3
d29,d29_26,h,3
d29,d29_27,h,3
d29,d29_28,h,3
d29,d29_29,h,3
d3,d3_1,c,22
d3,d3_2,c,22
d3,d3_3,c,27
d3,d3_4,c,27
d3,d3_5,c,22
d3,d3_6,c,22
d3,d3_7,h,3
d3,d3_8,h,3
d3,d3_9,h,3
d3,d3_10,n,35
d3,d3_11,c,22
d3,d3_12,c,22
d3,d3_13,c,22
d3,d3_14,h,3
d3,d3_15,h,3
d3,d3_16,h,3
d3,d3_17,n,38
d3,d3_18,o,40
d3,d3_19,o,40
d30,d30_1,c,22
d30,d30_2,c,22
d30,d30_3,c,27
d30,d30_4,c,27
d30,d30_5,c,26
d30,d30_6,c,22
d30,d30_7,c,27
d30,d30_8,c,27
d30,d30_9,c,22
d30,d30_10,c,26
d30,d30_11,c,22
d30,d30_12,c,27
d30,d30_13,c,27
d30,d30_14,c,22
d30,d30_15,c,22
d30,d30_16,c,22
d30,d30_17,c,22
d30,d30_18,c,22
d30,d30_19,c,21
d30,d30_20,c,21
d30,d30_21,h,3
d30,d30_22,h,3
d30,d30_23,h,3
d30,d30_24,h,3
d30,d30_25,h,3
d30,d30_26,h,3
d30,d30_27,h,3
d30,d30_28,h,3
d30,d30_29,h,3
d30,d30_30,h,3
d30,d30_31,h,3
d30,d30_32,n,38
d30,d30_33,o,40
d30,d30_34,o,40
d31,d31_1,c,22
d31,d31_2,c,22
d31,d31_3,c,27
d31,d31_4,c,27
d31,d31_5,c,28
d31,d31_6,c,22
d31,d31_7,h,3
d31,d31_8,h,3
d31,d31_9,h,3
d31,d31_10,c,22
d31,d31_11,c,22
d31,d31_12,c,22
d31,d31_13,c,29
d31,d31_14,h,3
d31,d31_15,c,28
d31,d31_16,c,28
d31,d31_17,c,22
d31,d31_18,c,22
d31,d31_19,c,22
d31,d31_20,c,22
d31,d31_21,h,3
d31,d31_22,h,3
d31,d31_23,h,3
d31,d31_24,n,38
d31,d31_25,n,38
d31,d31_26,o,40
d31,d31_27,o,40
d31,d31_28,o,40
d31,d31_29,o,40
d31,d31_30,h,3
d32,d32_1,c,22
d32,d32_2,c,22
d32,d32_3,c,22
d32,d32_4,c,29
d32,d32_5,c,22
d32,d32_6,c,22
d32,d32_7,h,3
d32,d32_8,h,3
d32,d32_9,h,3
d32,d32_10,c,29
d32,d32_11,c,22
d32,d32_12,c,22
d32,d32_13,c,22
d32,d32_14,c,22
d32,d32_15,c,22
d32,d32_16,h,3
d32,d32_17,h,3
d32,d32_18,h,3
d32,d32_19,n,38
d32,d32_20,n,38
d32,d32_21,n,38
d32,d32_22,n,38
d32,d32_23,o,40
d32,d32_24,o,40
d32,d32_25,o,40
d32,d32_26,o,40
d32,d32_27,o,40
d32,d32_28,o,40
d32,d32_29,o,40
d32,d32_30,o,40
d33,d33_1,c,22
d33,d33_2,c,22
d33,d33_3,c,22
d33,d33_4,c,29
d33,d33_5,c,22
d33,d33_6,c,22
d33,d33_7,h,3
d33,d33_8,h,3
d33,d33_9,h,3
d33,d33_10,c,22
d33,d33_11,c,22
d33,d33_12,c,22
d33,d33_13,c,22
d33,d33_14,c,22
d33,d33_15,c,29
d33,d33_16,h,3
d33,d33_17,h,3
d33,d33_18,h,3
d33,d33_19,c,10
d33,d33_20,h,3
d33,d33_21,h,3
d33,d33_22,n,38
d33,d33_23,o,40
d33,d33_24,o,40
d33,d33_25,n,32
d33,d33_26,c,14
d33,d33_27,c,232
d33,d33_28,f,92
d33,d33_29,f,92
d33,d33_30,f,92
d33,d33_31,h,1
d33,d33_32,o,40
d34,d34_1,c,22
d34,d34_2,c,22
d34,d34_3,c,27
d34,d34_4,c,27
d34,d34_5,c,22
d34,d34_6,c,22
d34,d34_7,h,3
d34,d34_8,h,3
d34,d34_9,h,3
d34,d34_10,h,3
d34,d34_11,c,22
d34,d34_12,c,22
d34,d34_13,c,22
d34,d34_14,c,22
d34,d34_15,h,3
d34,d34_16,h,3
d34,d34_17,h,3
d34,d34_18,n,38
d34,d34_19,o,40
d34,d34_20,o,40
d35,d35_1,c,22
d35,d35_2,c,22
d35,d35_3,c,22
d35,d35_4,c,29
d35,d35_5,c,22
d35,d35_6,c,22
d35,d35_7,h,3
d35,d35_8,h,3
d35,d35_9,h,3
d35,d35_10,c,22
d35,d35_11,c,22
d35,d35_12,c,22
d35,d35_13,c,22
d35,d35_14,c,22
d35,d35_15,c,29
d35,d35_16,h,3
d35,d35_17,h,3
d35,d35_18,h,3
d35,d35_19,c,10
d35,d35_20,h,3
d35,d35_21,h,3
d35,d35_22,n,38
d35,d35_23,n,32
d35,d35_24,o,40
d35,d35_25,o,40
d35,d35_26,h,1
d35,d35_27,h,1
d36,d36_1,c,22
d36,d36_2,c,22
d36,d36_3,c,27
d36,d36_4,c,27
d36,d36_5,c,22
d36,d36_6,c,22
d36,d36_7,h,3
d36,d36_8,h,3
d36,d36_9,h,3
d36,d36_10,h,3
d36,d36_11,c,22
d36,d36_12,c,22
d36,d36_13,c,22
d36,d36_14,c,22
d36,d36_15,h,3
d36,d36_16,h,3
d36,d36_17,c,10
d36,d36_18,h,3
d36,d36_19,h,3
d36,d36_20,h,3
d36,d36_21,n,38
d36,d36_22,o,40
d36,d36_23,o,40
d37,d37_1,c,22
d37,d37_2,c,22
d37,d37_3,c,22
d37,d37_4,c,22
d37,d37_5,c,22
d37,d37_6,c,22
d37,d37_7,h,3
d37,d37_8,h,3
d37,d37_9,h,3
d37,d37_10,h,3
d37,d37_11,c,10
d37,d37_12,c,10
d37,d37_13,h,3
d37,d37_14,h,3
d37,d37_15,c,22
d37,d37_16,h,3
d37,d37_17,h,3
d37,d37_18,c,22
d37,d37_19,c,22
d37,d37_20,c,22
d37,d37_21,c,22
d37,d37_22,c,22
d37,d37_23,h,3
d37,d37_24,h,3
d37,d37_25,h,3
d37,d37_26,h,3
d37,d37_27,h,3
d37,d37_28,n,38
d37,d37_29,o,40
d37,d37_30,o,40
d38,d38_1,c,22
d38,d38_2,c,22
d38,d38_3,c,22
d38,d38_4,c,29
d38,d38_5,c,22
d38,d38_6,c,22
d38,d38_7,h,3
d38,d38_8,h,3
d38,d38_9,h,3
d38,d38_10,h,3
d38,d38_11,h,3
d38,d38_12,c,29
d38,d38_13,c,22
d38,d38_14,c,22
d38,d38_15,c,22
d38,d38_16,c,22
d38,d38_17,c,22
d38,d38_18,h,3
d38,d38_19,h,3
d38,d38_20,h,3
d38,d38_21,h,3
d38,d38_22,n,38
d38,d38_23,o,40
d38,d38_24,o,40
d39,d39_1,c,22
d39,d39_2,c,22
d39,d39_3,c,27
d39,d39_4,c,27
d39,d39_5,c,22
d39,d39_6,c,22
d39,d39_7,h,3
d39,d39_8,h,3
d39,d39_9,n,35
d39,d39_10,c,22
d39,d39_11,c,22
d39,d39_12,c,22
d39,d39_13,h,3
d39,d39_14,h,3
d39,d39_15,h,3
d39,d39_16,n,38
d39,d39_17,o,40
d39,d39_18,o,40
d39,d39_19,o,50
d39,d39_20,c,10
d39,d39_21,h,3
d39,d39_22,h,3
d39,d39_23,h,3
d4,d4_1,c,22
d4,d4_2,c,22
d4,d4_3,c,27
d4,d4_4,c,27
d4,d4_5,c,28
d4,d4_6,c,22
d4,d4_7,c,22
d4,d4_8,c,22
d4,d4_9,c,22
d4,d4_10,c,29
d4,d4_11,c,22
d4,d4_12,c,29
d4,d4_13,c,28
d4,d4_14,c,22
d4,d4_15,c,22
d4,d4_16,c,22
d4,d4_17,n,38
d4,d4_18,o,40
d4,d4_19,o,40
d4,d4_20,h,3
d4,d4_21,h,3
d4,d4_22,h,3
d4,d4_23,h,3
d4,d4_24,h,3
d4,d4_25,h,3
d4,d4_26,h,3
d4,d4_27,h,3
d4,d4_28,h,3
d40,d40_1,c,22
d40,d40_2,c,22
d40,d40_3,c,27
d40,d40_4,c,27
d40,d40_5,c,22
d40,d40_6,c,22
d40,d40_7,h,3
d40,d40_8,h,3
d40,d40_9,h,3
d40,d40_10,h,3
d40,d40_11,c,22
d40,d40_12,c,22
d40,d40_13,c,22
d40,d40_14,c,22
d40,d40_15,h,3
d40,d40_16,h,3
d40,d40_17,h,3
d40,d40_18,n,38
d40,d40_19,o,40
d40,d40_20,o,40
d41,d41_1,c,22
d41,d41_2,c,22
d41,d41_3,c,22
d41,d41_4,c,29
d41,d41_5,c,22
d41,d41_6,c,22
d41,d41_7,h,3
d41,d41_8,h,3
d41,d41_9,h,3
d41,d41_10,c,22
d41,d41_11,c,22
d41,d41_12,c,22
d41,d41_13,c,22
d41,d41_14,c,22
d41,d41_15,c,29
d41,d41_16,h,3
d41,d41_17,h,3
d41,d41_18,h,3
d41,d41_19,c,10
d41,d41_20,h,3
d41,d41_21,h,3
d41,d41_22,br,94
d41,d41_23,n,38
d41,d41_24,o,40
d41,d41_25,o,40
d42,d42_1,c,22
d42,d42_2,c,22
d42,d42_3,c,26
d42,d42_4,c,26
d42,d42_5,c,22
d42,d42_6,c,22
d42,d42_7,n,34
d42,d42_8,n,34
d42,d42_9,c,21
d42,d42_10,c,10
d42,d42_11,n,38
d42,d42_12,o,40
d42,d42_13,o,40
d42,d42_14,h,3
d42,d42_15,h,3
d42,d42_16,h,3
d42,d42_17,h,3
d42,d42_18,h,3
d42,d42_19,h,3
d42,d42_20,h,3
d42,d42_21,h,1
d43,d43_1,c,22
d43,d43_2,c,22
d43,d43_3,c,27
d43,d43_4,c,27
d43,d43_5,c,28
d43,d43_6,c,22
d43,d43_7,h,3
d43,d43_8,h,3
d43,d43_9,h,3
d43,d43_10,c,22
d43,d43_11,c,22
d43,d43_12,c,22
d43,d43_13,c,29
d43,d43_14,h,3
d43,d43_15,h,3
d43,d43_16,c,28
d43,d43_17,c,28
d43,d43_18,c,22
d43,d43_19,c,22
d43,d43_20,c,22
d43,d43_21,c,22
d43,d43_22,h,3
d43,d43_23,h,3
d43,d43_24,h,3
d43,d43_25,n,38
d43,d43_26,o,40
d43,d43_27,o,40
d43,d43_28,h,3
d44,d44_1,c,22
d44,d44_2,c,22
d44,d44_3,c,22
d44,d44_4,c,29
d44,d44_5,c,22
d44,d44_6,c,22
d44,d44_7,c,29
d44,d44_8,c,22
d44,d44_9,c,10
d44,d44_10,c,10
d44,d44_11,c,22
d44,d44_12,c,22
d44,d44_13,c,22
d44,d44_14,c,22
d44,d44_15,n,38
d44,d44_16,o,40
d44,d44_17,o,40
d44,d44_18,h,3
d44,d44_19,h,3
d44,d44_20,h,3
d44,d44_21,h,3
d44,d44_22,h,3
d44,d44_23,h,3
d44,d44_24,h,3
d44,d44_25,h,3
d44,d44_26,h,3
d44,d44_27,h,3
d44,d44_28,h,3
d45,d45_1,c,22
d45,d45_2,c,22
d45,d45_3,c,22
d45,d45_4,c,22
d45,d45_5,c,22
d45,d45_6,c,22
d45,d45_7,h,3
d45,d45_8,h,3
