,summary,config
2025,"{'epoch': 199, '_runtime': 20.861958980560303, 'train_acc': 0.985, '_timestamp': 1701875895.877056, '_step': 199, '_wandb': {'runtime': 20}, 'val_acc': 0.94, 'test_acc': 0.9891304347826086, 'lr': 1e-05}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2026,"{'test_acc': 0.9782608695652174, 'train_acc': 1, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 23}, 'val_acc': 0.96, '_runtime': 24.103214979171753, '_timestamp': 1701875898.489683}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 200}"
2027,"{'lr': 1e-05, 'epoch': 199, 'val_acc': 0.98, '_runtime': 24.93630576133728, 'train_acc': 1, '_step': 199, '_wandb': {'runtime': 24}, 'test_acc': 0.9891304347826086, '_timestamp': 1701875898.4949949}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2028,"{'_runtime': 29.76543688774109, 'train_acc': 1, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 29}, 'val_acc': 1, 'test_acc': 1, '_timestamp': 1701875902.419793}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 200}"
2029,"{'lr': 1e-05, 'val_acc': 0.8, '_timestamp': 1701875894.472332, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 21}, '_runtime': 21.80260992050171, 'test_acc': 0.9456521739130436, 'train_acc': 0.89}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2030,"{'train_acc': 1, '_timestamp': 1701875902.419793, 'lr': 1e-05, '_step': 199, '_runtime': 29.76543688774109, 'test_acc': 1, 'epoch': 199, '_wandb': {'runtime': 29}, 'val_acc': 1}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 200}"
2031,"{'_wandb': {'runtime': 29}, '_runtime': 30.167113065719604, 'test_acc': 0.9891304347826086, 'train_acc': 1, 'lr': 1e-05, '_step': 199, 'epoch': 199, 'val_acc': 1, '_timestamp': 1701875902.094731}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2032,"{'_step': 199, 'epoch': 199, '_wandb': {'runtime': 11}, '_runtime': 12.403528928756714, 'train_acc': 1, '_timestamp': 1701875866.979046, 'lr': 1e-05, 'val_acc': 1, 'test_acc': 1}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 200}"
2033,"{'lr': 1e-05, 'epoch': 199, '_runtime': 15.969383001327516, '_step': 199, '_wandb': {'runtime': 15}, 'val_acc': 1, 'test_acc': 1, 'train_acc': 1, '_timestamp': 1701875863.607269}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2034,"{'epoch': 199, '_wandb': {'runtime': 17}, 'test_acc': 0.9891304347826086, 'train_acc': 1, 'lr': 1e-05, '_step': 199, 'val_acc': 0.98, '_runtime': 17.687034130096436, '_timestamp': 1701875861.3034492}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 200}"
2035,"{'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 17}, 'val_acc': 0.98, 'test_acc': 0.967391304347826, 'train_acc': 1, 'epoch': 199, '_runtime': 18.141611099243164, '_timestamp': 1701875859.28252}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2036,"{'test_acc': 1, 'train_acc': 0.985, 'epoch': 199, '_wandb': {'runtime': 18}, 'val_acc': 0.96, '_runtime': 18.903504848480225, '_timestamp': 1701875859.5349069, 'lr': 1e-05, '_step': 199}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2037,"{'lr': 1e-05, 'val_acc': 0.98, '_runtime': 19.15966486930847, 'test_acc': 0.9891304347826086, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 18}, 'train_acc': 1, '_timestamp': 1701875860.13108}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 200}"
2038,"{'_wandb': {'runtime': 24}, '_runtime': 25.33829689025879, 'train_acc': 1, '_timestamp': 1701875860.855217, 'lr': 1e-05, '_step': 199, 'epoch': 199, 'val_acc': 1, 'test_acc': 1}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 200}"
2039,"{'test_acc': 1, '_runtime': 25.449397802352905, 'train_acc': 1, '_timestamp': 1701875860.0446348, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 24}, 'val_acc': 1}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2040,"{'_timestamp': 1701875831.212897, '_step': 199, '_wandb': {'runtime': 11}, 'val_acc': 1, 'test_acc': 1, 'train_acc': 1, 'lr': 1e-05, 'epoch': 199, '_runtime': 12.741436004638672}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 200}"
2041,"{'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 13}, 'test_acc': 0.967391304347826, 'train_acc': 1, 'epoch': 199, 'val_acc': 0.98, '_runtime': 14.13230800628662, '_timestamp': 1701875828.879012}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 200}"
2042,"{'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 14}, 'val_acc': 1, 'epoch': 199, '_runtime': 14.562947034835815, 'test_acc': 1, 'train_acc': 1, '_timestamp': 1701875829.70319}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2043,"{'train_acc': 1, '_timestamp': 1701875826.5270798, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 15}, 'val_acc': 0.94, '_runtime': 15.689957857131958, 'test_acc': 0.967391304347826}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2044,"{'lr': 1e-05, '_runtime': 15.98825192451477, 'test_acc': 0.9891304347826086, '_timestamp': 1701875825.759821, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 15}, 'val_acc': 0.96, 'train_acc': 1}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 200}"
2045,"{'_wandb': {'runtime': 14}, 'val_acc': 0.98, '_timestamp': 1701875824.639812, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_runtime': 15.36646604537964, 'test_acc': 0.9891304347826086, 'train_acc': 1}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2046,"{'_runtime': 18.892874002456665, 'test_acc': 1, 'train_acc': 1, '_timestamp': 1701875827.56244, '_step': 199, '_wandb': {'runtime': 18}, 'val_acc': 1, 'lr': 1e-05, 'epoch': 199}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 200}"
2047,"{'train_acc': 1, '_timestamp': 1701875830.0912151, '_wandb': {'runtime': 18}, '_runtime': 18.630555152893063, 'epoch': 199, 'val_acc': 1, 'test_acc': 1, 'lr': 1e-05, '_step': 199}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 200}"
2048,"{'_step': 199, 'val_acc': 1, '_runtime': 17.4264919757843, 'train_acc': 1, 'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 16}, 'test_acc': 1, '_timestamp': 1701875803.184942}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2049,"{'_wandb': {'runtime': 22}, 'train_acc': 1, '_timestamp': 1701875801.619208, 'lr': 1e-05, '_step': 199, 'epoch': 199, 'val_acc': 0.98, '_runtime': 22.552917957305908, 'test_acc': 0.9891304347826086}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2050,"{'_step': 199, '_timestamp': 1701875801.859079, '_runtime': 22.930972814559937, 'test_acc': 0.9891304347826086, 'train_acc': 1, 'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 22}, 'val_acc': 0.98}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2051,"{'epoch': 199, '_wandb': {'runtime': 19}, '_runtime': 19.9736750125885, 'test_acc': 1, '_timestamp': 1701875799.623728, 'lr': 1e-05, '_step': 199, 'val_acc': 1, 'train_acc': 1}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2052,"{'lr': 1e-05, 'epoch': 199, 'val_acc': 0.94, 'test_acc': 0.9891304347826086, 'train_acc': 0.98, '_timestamp': 1701875798.8778172, '_step': 199, '_wandb': {'runtime': 20}, '_runtime': 20.71334409713745}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2053,"{'_step': 199, '_runtime': 21.72810387611389, 'test_acc': 0.8043478260869565, '_timestamp': 1701875797.128063, 'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 21}, 'val_acc': 0.78, 'train_acc': 0.845}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2054,"{'_timestamp': 1701875804.103343, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 31}, '_runtime': 31.470206022262573, 'test_acc': 0.9782608695652174, 'train_acc': 0.985, 'epoch': 199, 'val_acc': 0.94}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2055,"{'lr': 1e-05, 'train_acc': 0.98, '_timestamp': 1701875803.7985978, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 31}, 'val_acc': 0.9, '_runtime': 32.42365074157715, 'test_acc': 0.967391304347826}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2056,"{'epoch': 199, 'test_acc': 1, 'train_acc': 1, 'lr': 1e-05, '_wandb': {'runtime': 20}, 'val_acc': 1, '_runtime': 20.882359981536865, '_timestamp': 1701875764.59752, '_step': 199}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2057,"{'_runtime': 23.208150148391724, 'test_acc': 0.9891304347826086, '_wandb': {'runtime': 22}, 'val_acc': 0.98, 'train_acc': 1, '_timestamp': 1701875767.171864, 'lr': 1e-05, '_step': 199, 'epoch': 199}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2058,"{'lr': 1e-05, '_step': 199, 'val_acc': 0.98, '_runtime': 23.53966903686523, 'test_acc': 0.9891304347826086, '_timestamp': 1701875766.68634, 'epoch': 199, '_wandb': {'runtime': 22}, 'train_acc': 1}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2059,"{'_timestamp': 1701875764.6183062, 'lr': 1e-05, '_step': 199, 'epoch': 199, 'train_acc': 1, '_wandb': {'runtime': 20}, 'val_acc': 1, '_runtime': 20.80723524093628, 'test_acc': 1}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2060,"{'val_acc': 0.96, '_runtime': 22.177900075912476, 'test_acc': 0.9891304347826086, 'train_acc': 0.985, '_timestamp': 1701875763.683002, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 21}}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2061,"{'_timestamp': 1701875761.627579, 'lr': 1e-05, '_step': 188, 'epoch': 188, 'val_acc': 0.96, '_runtime': 21.428619861602783, 'test_acc': 0.9891304347826086, 'train_acc': 0.985}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2062,"{'train_acc': 1, 'lr': 1e-05, '_step': 199, 'val_acc': 1, 'test_acc': 0.9891304347826086, '_timestamp': 1701875769.764235, 'epoch': 199, '_wandb': {'runtime': 30}, '_runtime': 31.19940710067749}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2063,"{'_wandb': {'runtime': 31}, '_runtime': 32.15332913398743, 'test_acc': 0.9891304347826086, 'train_acc': 1, '_timestamp': 1701875769.569656, 'lr': 1e-05, '_step': 199, 'epoch': 199, 'val_acc': 1}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2064,"{'train_acc': 1, '_timestamp': 1701875730.4466429, 'epoch': 199, '_wandb': {'runtime': 18}, 'val_acc': 1, 'test_acc': 1, 'lr': 1e-05, '_step': 199, '_runtime': 18.840688943862915}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2065,"{'_wandb': {'runtime': 18}, '_runtime': 18.697700023651123, '_timestamp': 1701875730.188477, 'lr': 1e-05, '_step': 199, 'epoch': 199, 'val_acc': 1, 'test_acc': 1, 'train_acc': 1}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2066,"{'lr': 1e-05, 'epoch': 199, '_runtime': 19.005834817886353, 'test_acc': 0.967391304347826, 'train_acc': 1, '_timestamp': 1701875729.1757388, '_step': 199, '_wandb': {'runtime': 18}, 'val_acc': 0.96}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2067,"{'_step': 199, 'train_acc': 1, '_wandb': {'runtime': 18}, 'val_acc': 0.96, '_runtime': 19.430763959884644, 'test_acc': 0.967391304347826, '_timestamp': 1701875728.7049549, 'lr': 1e-05, 'epoch': 199}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2068,"{'lr': 1e-05, '_runtime': 20.50305986404419, 'train_acc': 0.98, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 19}, 'val_acc': 0.94, 'test_acc': 0.9782608695652174, '_timestamp': 1701875728.433961}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2069,"{'_wandb': {'runtime': 19}, 'val_acc': 0.94, 'test_acc': 0.9782608695652174, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_runtime': 20.236356019973755, 'train_acc': 0.985, '_timestamp': 1701875726.927317}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2070,"{'test_acc': 0.9891304347826086, 'train_acc': 1, '_timestamp': 1701875732.583951, 'lr': 1e-05, 'val_acc': 1, '_wandb': {'runtime': 26}, '_runtime': 26.778805017471313, '_step': 199, 'epoch': 199}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2071,"{'lr': 1e-05, '_step': 199, 'epoch': 199, 'val_acc': 0.96, '_runtime': 26.330621242523193, 'test_acc': 0.9782608695652174, '_wandb': {'runtime': 25}, 'train_acc': 1, '_timestamp': 1701875732.3431811}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2072,"{'_wandb': {'runtime': 11}, 'test_acc': 0.9891304347826086, 'train_acc': 1, '_timestamp': 1701875702.0028632, 'epoch': 199, '_step': 199, 'val_acc': 1, '_runtime': 11.58565616607666, 'lr': 1e-05}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2073,"{'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 11}, 'val_acc': 1, '_runtime': 11.663182735443115, 'epoch': 199, 'test_acc': 1, 'train_acc': 1, '_timestamp': 1701875701.9534988}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2074,"{'epoch': 199, '_runtime': 14.369486093521118, 'train_acc': 1, '_step': 199, '_wandb': {'runtime': 13}, 'val_acc': 0.94, 'test_acc': 0.9565217391304348, '_timestamp': 1701875696.937904, 'lr': 1e-05}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2075,"{'epoch': 199, '_wandb': {'runtime': 14}, 'val_acc': 0.98, '_runtime': 14.97347092628479, '_timestamp': 1701875696.5713868, '_step': 199, 'test_acc': 0.967391304347826, 'train_acc': 1, 'lr': 1e-05}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2076,"{'lr': 1e-05, '_wandb': {'runtime': 14}, '_runtime': 15.140525102615356, 'test_acc': 0.9891304347826086, 'train_acc': 1, '_step': 199, 'epoch': 199, 'val_acc': 0.98, '_timestamp': 1701875695.213989}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2077,"{'train_acc': 1, 'lr': 1e-05, 'val_acc': 0.96, '_runtime': 15.53057312965393, 'test_acc': 0.9891304347826086, '_timestamp': 1701875695.18281, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 14}}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2078,"{'_wandb': {'runtime': 17}, 'val_acc': 0.98, 'test_acc': 0.9891304347826086, '_timestamp': 1701875696.2537532, '_step': 199, 'epoch': 199, 'train_acc': 1, 'lr': 1e-05, '_runtime': 18.597713232040405}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 200}"
2079,"{'lr': 1e-05, '_step': 199, 'epoch': 199, '_runtime': 19.21793413162231, 'train_acc': 1, '_wandb': {'runtime': 18}, 'val_acc': 0.98, 'test_acc': 0.9891304347826086, '_timestamp': 1701875694.823588}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 200}"
2080,"{'_wandb': {'runtime': 17}, '_timestamp': 1701875669.640364, '_runtime': 18.432739973068237, 'test_acc': 1, 'train_acc': 1, 'lr': 1e-05, '_step': 199, 'epoch': 199, 'val_acc': 1}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 200}"
2081,"{'lr': 1e-05, '_step': 199, '_runtime': 19.705957889556885, '_timestamp': 1701875668.549778, 'epoch': 199, '_wandb': {'runtime': 19}, 'val_acc': 1, 'test_acc': 1, 'train_acc': 1}","{'fold': 3, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 200}"
2082,"{'_step': 199, 'train_acc': 1, '_timestamp': 1701875668.97947, 'val_acc': 0.98, '_runtime': 22.499133110046387, 'test_acc': 0.9891304347826086, 'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 21}}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 200}"
2083,"{'_step': 199, '_wandb': {'runtime': 21}, 'test_acc': 0.9891304347826086, 'train_acc': 1, 'lr': 1e-05, 'epoch': 199, 'val_acc': 0.98, '_runtime': 21.87562394142151, '_timestamp': 1701875668.83217}","{'fold': 3, 'model': 'SAGPool', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 200}"
2084,"{'test_acc': 0.7065217391304348, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_runtime': 21.287822008132935, '_wandb': {'runtime': 20}, 'val_acc': 0.58, 'train_acc': 0.675, '_timestamp': 1701875665.427107}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 200}"
2085,"{'lr': 1e-05, 'val_acc': 0.62, '_timestamp': 1701875665.2870631, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 21}, '_runtime': 21.92852520942688, 'test_acc': 0.7065217391304348, 'train_acc': 0.73}","{'fold': 3, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 200}"
2086,"{'_runtime': 34.421075105667114, 'test_acc': 0.9891304347826086, 'train_acc': 1, 'epoch': 199, 'val_acc': 0.98, '_wandb': {'runtime': 33}, '_timestamp': 1701875677.771382, 'lr': 1e-05, '_step': 199}","{'fold': 3, 'model': 'GIN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 16, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 200}"
