id,atom_id,atom_type,charge
d208_2,d208_2_7,36,'a0=_inf<x<=_0_1355'
d21,d21_23,38,'a0=0_1375<x<=+inf'
d210,d210_15,32,'a0=_inf<x<=_0_1355'
d210,d210_17,32,'a0=_inf<x<=_0_1355'
d211,d211_16,32,'a0=_inf<x<=_0_1355'
d211,d211_19,32,'a0=_inf<x<=_0_1355'
d212,d212_22,32,'a0=_inf<x<=_0_1355'
d212,d212_23,32,'a0=_inf<x<=_0_1355'
d213,d213_11,32,'a0=_inf<x<=_0_1355'
d214,d214_17,36,'a0=_inf<x<=_0_1355'
d214,d214_20,36,'a0=_inf<x<=_0_1355'
d215,d215_18,36,'a0=_inf<x<=_0_1355'
d215,d215_2,35,'a0=_inf<x<=_0_1355'
d217,d217_12,32,'a0=_inf<x<=_0_1355'
d217,d217_16,32,'a0=_inf<x<=_0_1355'
d218,d218_6,36,'a0=_inf<x<=_0_1355'
d219,d219_20,36,'a0=_inf<x<=_0_1355'
d219,d219_6,36,'a0=_inf<x<=_0_1355'
d22,d22_22,32,'a0=_inf<x<=_0_1355'
d22,d22_23,32,'a0=_inf<x<=_0_1355'
d221,d221_21,32,'a0=_inf<x<=_0_1355'
d221,d221_22,32,'a0=_inf<x<=_0_1355'
d223,d223_12,32,'a0=_inf<x<=_0_1355'
d223,d223_14,36,'a0=_inf<x<=_0_1355'
d226,d226_2,35,'a0=_inf<x<=_0_1355'
d23_1,d23_1_22,32,'a0=_inf<x<=_0_1355'
d23_1,d23_1_23,32,'a0=_inf<x<=_0_1355'
d23_2,d23_2_16,35,'a0=_inf<x<=_0_1355'
d23_2,d23_2_20,32,'a0=_inf<x<=_0_1355'
d23_2,d23_2_21,32,'a0=_inf<x<=_0_1355'
d23_2,d23_2_22,32,'a0=_inf<x<=_0_1355'
d23_2,d23_2_23,32,'a0=_inf<x<=_0_1355'
d24,d24_22,32,'a0=_inf<x<=_0_1355'
d24,d24_23,32,'a0=_inf<x<=_0_1355'
d246,d246_11,32,'a0=_inf<x<=_0_1355'
d246,d246_82,32,'a0=_inf<x<=_0_1355'
d247,d247_6,36,'a0=_inf<x<=_0_1355'
d25,d25_11,32,'a0=_inf<x<=_0_1355'
d252,d252_7,32,'a0=_inf<x<=_0_1355'
d256,d256_10,32,'a0=_inf<x<=_0_1355'
d256,d256_11,32,'a0=_inf<x<=_0_1355'
d256,d256_9,32,'a0=_inf<x<=_0_1355'
d258,d258_23,32,'a0=_inf<x<=_0_1355'
d26,d26_9,32,'a0=_inf<x<=_0_1355'
d265,d265_11,32,'a0=_inf<x<=_0_1355'
d269,d269_23,35,'a0=_inf<x<=_0_1355'
d269,d269_25,35,'a0=_inf<x<=_0_1355'
d27,d27_1,32,'a0=_inf<x<=_0_1355'
d27,d27_12,38,'a0=0_1375<x<=+inf'
d27,d27_4,32,'a0=_inf<x<=_0_1355'
d27,d27_8,32,'a0=_inf<x<=_0_1355'
d277,d277_2,32,'a0=_inf<x<=_0_1355'
d277,d277_27,32,'a0=_inf<x<=_0_1355'
d278,d278_2,32,'a0=_inf<x<=_0_1355'
d278,d278_25,32,'a0=_inf<x<=_0_1355'
d279,d279_2,32,'a0=_inf<x<=_0_1355'
d28,d28_11,32,'a0=_inf<x<=_0_1355'
d28,d28_6,38,'a0=0_1375<x<=+inf'
d28,d28_8,32,'a0=_inf<x<=_0_1355'
d28,d28_9,32,'a0=_inf<x<=_0_1355'
d281,d281_1,38,'a0=0_1375<x<=+inf'
d281,d281_3,38,'a0=0_1375<x<=+inf'
d281,d281_4,38,'a0=0_1375<x<=+inf'
d281,d281_5,38,'a0=0_1375<x<=+inf'
d282,d282_1,38,'a0=0_1375<x<=+inf'
d284,d284_8,32,'a0=_inf<x<=_0_1355'
d288,d288_3,36,'a0=_inf<x<=_0_1355'
d29,d29a_14,32,'a0=_inf<x<=_0_1355'
d29,d29a_15,32,'a0=_inf<x<=_0_1355'
d29,d29b_14,32,'a0=_inf<x<=_0_1355'
d29,d29b_15,32,'a0=_inf<x<=_0_1355'
d290,d290_12,32,'a0=_inf<x<=_0_1355'
d291,d291_1,32,'a0=_inf<x<=_0_1355'
d292,d292_13,32,'a0=_inf<x<=_0_1355'
d292,d292_14,36,'a0=_inf<x<=_0_1355'
d293,d293_11,34,'a0=_inf<x<=_0_1355'
d293,d293_12,34,'a0=_inf<x<=_0_1355'
d293,d293_13,34,'a0=_inf<x<=_0_1355'
d294,d294_10,35,'a0=_inf<x<=_0_1355'
d3,d3_27,32,'a0=_inf<x<=_0_1355'
d30,d30_11,32,'a0=_inf<x<=_0_1355'
d303,d303_12,38,'a0=0_1375<x<=+inf'
d31,d31a_19,32,'a0=_inf<x<=_0_1355'
d31,d31a_30,32,'a0=_inf<x<=_0_1355'
d311,d311_17,36,'a0=_inf<x<=_0_1355'
d315,d315_24,32,'a0=_inf<x<=_0_1355'
d315,d315_26,32,'a0=_inf<x<=_0_1355'
d317,d317_1,36,'a0=_inf<x<=_0_1355'
d318,d318_23,32,'a0=_inf<x<=_0_1355'
d318,d318_25,32,'a0=_inf<x<=_0_1355'
d32,d32a_19,32,'a0=_inf<x<=_0_1355'
d32,d32a_20,32,'a0=_inf<x<=_0_1355'
d320,d320_13,38,'a0=0_1375<x<=+inf'
d323,d323_10,32,'a0=_inf<x<=_0_1355'
d323,d323_11,32,'a0=_inf<x<=_0_1355'
d323,d323_33,38,'a0=0_1375<x<=+inf'
d324,d324_27,32,'a0=_inf<x<=_0_1355'
d324,d324_30,38,'a0=0_1375<x<=+inf'
d324,d324_35,32,'a0=_inf<x<=_0_1355'
d324,d324_36,32,'a0=_inf<x<=_0_1355'
d324,d324_51,38,'a0=0_1375<x<=+inf'
d329,d329_27,32,'a0=_inf<x<=_0_1355'
d329,d329_28,32,'a0=_inf<x<=_0_1355'
d329,d329_55,32,'a0=_inf<x<=_0_1355'
d329,d329_56,32,'a0=_inf<x<=_0_1355'
d330,d330_19,32,'a0=_inf<x<=_0_1355'
d330,d330_20,32,'a0=_inf<x<=_0_1355'
d330,d330_41,32,'a0=_inf<x<=_0_1355'
d330,d330_49,32,'a0=_inf<x<=_0_1355'
d330,d330_50,32,'a0=_inf<x<=_0_1355'
d330,d330_69,32,'a0=_inf<x<=_0_1355'
d334,d334_10,38,'a0=0_1375<x<=+inf'
d334,d334_12,32,'a0=_inf<x<=_0_1355'
d335,d335_11,32,'a0=_inf<x<=_0_1355'
d335,d335_12,38,'a0=0_1375<x<=+inf'
d34,d34_23,32,'a0=_inf<x<=_0_1355'
d34,d34_24,32,'a0=_inf<x<=_0_1355'
d36,d36a_25,32,'a0=_inf<x<=_0_1355'
d36,d36a_26,32,'a0=_inf<x<=_0_1355'
d38,d38_14,38,'a0=0_1375<x<=+inf'
d38,d38_15,38,'a0=0_1375<x<=+inf'
d4,d4_11,32,'a0=_inf<x<=_0_1355'
d40,d40_22,32,'a0=_inf<x<=_0_1355'
d40,d40_23,32,'a0=_inf<x<=_0_1355'
d44,d44_10,32,'a0=_inf<x<=_0_1355'
d45,d45_10,32,'a0=_inf<x<=_0_1355'
d45,d45_9,32,'a0=_inf<x<=_0_1355'
d46,d46_10,38,'a0=0_1375<x<=+inf'
d46,d46_13,34,'a0=_inf<x<=_0_1355'
d46,d46_14,34,'a0=_inf<x<=_0_1355'
d48,d48_10,32,'a0=_inf<x<=_0_1355'
d48,d48_18,32,'a0=_inf<x<=_0_1355'
d49,d49_10,32,'a0=_inf<x<=_0_1355'
d49,d49_12,38,'a0=0_1375<x<=+inf'
d5,d5_10,32,'a0=_inf<x<=_0_1355'
d5,d5_11,32,'a0=_inf<x<=_0_1355'
d50,d50_3,34,'a0=_inf<x<=_0_1355'
d50,d50_6,32,'a0=_inf<x<=_0_1355'
d50,d50_7,38,'a0=0_1375<x<=+inf'
d51,d51_11,32,'a0=_inf<x<=_0_1355'
d51,d51_12,32,'a0=_inf<x<=_0_1355'
d52,d52_22,32,'a0=_inf<x<=_0_1355'
d54,d54_16,38,'a0=0_1375<x<=+inf'
d54,d54_17,32,'a0=_inf<x<=_0_1355'
d55,d55_10,32,'a0=_inf<x<=_0_1355'
d55,d55_11,38,'a0=0_1375<x<=+inf'
d55,d55_12,32,'a0=_inf<x<=_0_1355'
d57,d57_11,32,'a0=_inf<x<=_0_1355'
d57,d57_12,38,'a0=0_1375<x<=+inf'
d58,d58_34,38,'a0=0_1375<x<=+inf'
d58,d58_35,32,'a0=_inf<x<=_0_1355'
d58,d58_36,32,'a0=_inf<x<=_0_1355'
d59,d59_11,32,'a0=_inf<x<=_0_1355'
d6,d6_14,32,'a0=_inf<x<=_0_1355'
d6,d6_9,32,'a0=_inf<x<=_0_1355'
d61,d61_11,38,'a0=0_1375<x<=+inf'
d62,d62_10,35,'a0=_inf<x<=_0_1355'
d62,d62_22,32,'a0=_inf<x<=_0_1355'
d62,d62_23,32,'a0=_inf<x<=_0_1355'
d64,d64_29,32,'a0=_inf<x<=_0_1355'
d65,d65_11,38,'a0=0_1375<x<=+inf'
d66,d66_36,32,'a0=_inf<x<=_0_1355'
d66,d66_51,32,'a0=_inf<x<=_0_1355'
d67,d67_11,32,'a0=_inf<x<=_0_1355'
d69,d69_10,32,'a0=_inf<x<=_0_1355'
d7,d7_31,499,'a0=_0_1355<x<=_0_0175'
d7,d7_33,32,'a0=_inf<x<=_0_1355'
d7,d7_34,32,'a0=_inf<x<=_0_1355'
d70,d70_10,32,'a0=_inf<x<=_0_1355'
d72,d72_10,32,'a0=_inf<x<=_0_1355'
d72,d72_13,38,'a0=0_1375<x<=+inf'
d73,d73_10,32,'a0=_inf<x<=_0_1355'
d73,d73_11,32,'a0=_inf<x<=_0_1355'
d73,d73_12,38,'a0=0_1375<x<=+inf'
d74,d74_22,32,'a0=_inf<x<=_0_1355'
d74,d74_23,32,'a0=_inf<x<=_0_1355'
d75,d75_10,32,'a0=_inf<x<=_0_1355'
d75,d75_15,32,'a0=_inf<x<=_0_1355'
d76,d76_26,32,'a0=_inf<x<=_0_1355'
d76,d76_27,32,'a0=_inf<x<=_0_1355'
d77,d77_21,32,'a0=_inf<x<=_0_1355'
d77,d77_22,32,'a0=_inf<x<=_0_1355'
d77,d77_26,32,'a0=_inf<x<=_0_1355'
d77,d77_46,32,'a0=_inf<x<=_0_1355'
d77,d77_47,32,'a0=_inf<x<=_0_1355'
d77,d77_58,32,'a0=_inf<x<=_0_1355'
d79,d79_18,32,'a0=_inf<x<=_0_1355'
d79,d79_23,36,'a0=_inf<x<=_0_1355'
d8,d8_20,32,'a0=_inf<x<=_0_1355'
d8,d8_21,32,'a0=_inf<x<=_0_1355'
d8,d8_28,32,'a0=_inf<x<=_0_1355'
d80,d80_18,38,'a0=0_1375<x<=+inf'
d81,d81_11,32,'a0=_inf<x<=_0_1355'
d81,d81_12,32,'a0=_inf<x<=_0_1355'
d82,d82_11,32,'a0=_inf<x<=_0_1355'
d82,d82_14,34,'a0=_inf<x<=_0_1355'
d82,d82_29,32,'a0=_inf<x<=_0_1355'
d9,d9_14,32,'a0=_inf<x<=_0_1355'
d95,d95_12,32,'a0=_inf<x<=_0_1355'
d95,d95_14,32,'a0=_inf<x<=_0_1355'
d98,d98_13,31,'a0=_inf<x<=_0_1355'
d98,d98_14,31,'a0=_inf<x<=_0_1355'
d10,d10_14,45,'a0=_inf<x<=_0_1355'
d10,d10_16,40,'a0=_inf<x<=_0_1355'
d109,d109_13,45,'a0=_inf<x<=_0_1355'
d109,d109_17,51,'a0=_inf<x<=_0_1355'
d109,d109_18,40,'a0=_inf<x<=_0_1355'
d109,d109_19,40,'a0=_inf<x<=_0_1355'
d109,d109_5,52,'a0=_0_0175<x<=0_0615'
d11,d11_12,50,'a0=_inf<x<=_0_1355'
d111,d111_19,50,'a0=_inf<x<=_0_1355'
d111,d111_20,50,'a0=_inf<x<=_0_1355'
d114,d114_11,45,'a0=_inf<x<=_0_1355'
d114,d114_15,51,'a0=_inf<x<=_0_1355'
d117,d117_19,40,'a0=_inf<x<=_0_1355'
d117,d117_20,40,'a0=_inf<x<=_0_1355'
d117,d117_24,40,'a0=_inf<x<=_0_1355'
d117,d117_25,40,'a0=_inf<x<=_0_1355'
d121,d121_17,50,'a0=_inf<x<=_0_1355'
d122,d122_27,50,'a0=_inf<x<=_0_1355'
d122,d122_32,50,'a0=_inf<x<=_0_1355'
d128,d128_13,50,'a0=_inf<x<=_0_1355'
d131,d131_17,40,'a0=_inf<x<=_0_1355'
d131,d131_18,40,'a0=_inf<x<=_0_1355'
d131,d131_9,50,'a0=_inf<x<=_0_1355'
d133,d133_10,45,'a0=_inf<x<=_0_1355'
d135,d135_13,51,'a0=_inf<x<=_0_1355'
d135,d135_34,49,'a0=_inf<x<=_0_1355'
d135,d135_40,49,'a0=_inf<x<=_0_1355'
d135,d135_63,51,'a0=_inf<x<=_0_1355'
d136,d136_12,51,'a0=_inf<x<=_0_1355'
d136,d136_13,45,'a0=_inf<x<=_0_1355'
d136,d136_18,45,'a0=_inf<x<=_0_1355'
d136,d136_19,51,'a0=_inf<x<=_0_1355'
d136,d136_6,51,'a0=_inf<x<=_0_1355'
d136,d136_7,45,'a0=_inf<x<=_0_1355'
d137,d137_21,50,'a0=_inf<x<=_0_1355'
d137,d137_45,49,'a0=_inf<x<=_0_1355'
d137,d137_50,51,'a0=_inf<x<=_0_1355'
d137,d137_51,50,'a0=_inf<x<=_0_1355'
d137,d137_57,49,'a0=_inf<x<=_0_1355'
d137,d137_68,51,'a0=_inf<x<=_0_1355'
d137,d137_69,50,'a0=_inf<x<=_0_1355'
d137,d137_74,50,'a0=_inf<x<=_0_1355'
d137,d137_79,50,'a0=_inf<x<=_0_1355'
d138,d138_11,45,'a0=_inf<x<=_0_1355'
d138,d138_12,45,'a0=_inf<x<=_0_1355'
d139,d139_30,45,'a0=_inf<x<=_0_1355'
d139,d139_31,51,'a0=_inf<x<=_0_1355'
d141,d141_13,49,'a0=_inf<x<=_0_1355'
d141,d141_21,51,'a0=_inf<x<=_0_1355'
d144,d144_2,49,'a0=_inf<x<=_0_1355'
d144,d144_28,51,'a0=_inf<x<=_0_1355'
d144,d144_32,51,'a0=_inf<x<=_0_1355'
d144,d144_33,49,'a0=_inf<x<=_0_1355'
d146,d146_10,50,'a0=_inf<x<=_0_1355'
d146,d146_12,50,'a0=_inf<x<=_0_1355'
d146,d146_26,40,'a0=_inf<x<=_0_1355'
d147,d147_2,40,'a0=_inf<x<=_0_1355'
d147,d147_29,49,'a0=_inf<x<=_0_1355'
d147,d147_3,49,'a0=_inf<x<=_0_1355'
d147,d147_31,49,'a0=_inf<x<=_0_1355'
d148,d148_17,45,'a0=_inf<x<=_0_1355'
d149,d149_11,45,'a0=_inf<x<=_0_1355'
d149,d149_31,45,'a0=_inf<x<=_0_1355'
d150,d150_12,49,'a0=_inf<x<=_0_1355'
d150,d150_18,49,'a0=_inf<x<=_0_1355'
d150,d150_23,51,'a0=_inf<x<=_0_1355'
d150,d150_24,51,'a0=_inf<x<=_0_1355'
d151,d151_10,45,'a0=_inf<x<=_0_1355'
d151,d151_11,45,'a0=_inf<x<=_0_1355'
d151,d151_13,49,'a0=_inf<x<=_0_1355'
d151,d151_15,51,'a0=_inf<x<=_0_1355'
d151,d151_9,45,'a0=_inf<x<=_0_1355'
d152,d152_16,40,'a0=_inf<x<=_0_1355'
d152,d152_23,40,'a0=_inf<x<=_0_1355'
d152,d152_30,45,'a0=_inf<x<=_0_1355'
d152,d152_31,51,'a0=_inf<x<=_0_1355'
d153,d153_10,45,'a0=_inf<x<=_0_1355'
d153,d153_12,45,'a0=_inf<x<=_0_1355'
d154,d154_16,45,'a0=_inf<x<=_0_1355'
d154,d154_26,45,'a0=_inf<x<=_0_1355'
d154,d154_27,51,'a0=_inf<x<=_0_1355'
d154,d154_9,45,'a0=_inf<x<=_0_1355'
d155,d155_25,45,'a0=_inf<x<=_0_1355'
d155,d155_30,45,'a0=_inf<x<=_0_1355'
d155,d155_42,45,'a0=_inf<x<=_0_1355'
d155,d155_44,50,'a0=_inf<x<=_0_1355'
d155,d155_48,45,'a0=_inf<x<=_0_1355'
d155,d155_49,45,'a0=_inf<x<=_0_1355'
d155,d155_50,40,'a0=_inf<x<=_0_1355'
d155,d155_51,42,'a0=_inf<x<=_0_1355'
d156,d156_10,50,'a0=_inf<x<=_0_1355'
d156,d156_19,50,'a0=_inf<x<=_0_1355'
d156,d156_29,50,'a0=_inf<x<=_0_1355'
d156,d156_40,50,'a0=_inf<x<=_0_1355'
d156,d156_45,50,'a0=_inf<x<=_0_1355'
d156,d156_50,42,'a0=_inf<x<=_0_1355'
d157,d157_24,50,'a0=_inf<x<=_0_1355'
d159,d159_16,42,'a0=_inf<x<=_0_1355'
d159,d159_38,40,'a0=_inf<x<=_0_1355'
d159,d159_39,40,'a0=_inf<x<=_0_1355'
d159,d159_40,40,'a0=_inf<x<=_0_1355'
d16,d16_21,40,'a0=_inf<x<=_0_1355'
d16,d16_22,40,'a0=_inf<x<=_0_1355'
d16,d16_28,40,'a0=_inf<x<=_0_1355'
d16,d16_29,40,'a0=_inf<x<=_0_1355'
d160,d160_10,45,'a0=_inf<x<=_0_1355'
d160,d160_13,45,'a0=_inf<x<=_0_1355'
d160,d160_16,51,'a0=_inf<x<=_0_1355'
d160,d160_5,49,'a0=_inf<x<=_0_1355'
d160,d160_6,45,'a0=_inf<x<=_0_1355'
d160,d160_7,45,'a0=_inf<x<=_0_1355'
d161,d161_26,45,'a0=_inf<x<=_0_1355'
d162,d162_21,50,'a0=_inf<x<=_0_1355'
d162,d162_22,50,'a0=_inf<x<=_0_1355'
d163,d163_11,51,'a0=_inf<x<=_0_1355'
d163,d163_12,50,'a0=_inf<x<=_0_1355'
d163,d163_19,51,'a0=_inf<x<=_0_1355'
d163,d163_20,50,'a0=_inf<x<=_0_1355'
d163,d163_22,51,'a0=_inf<x<=_0_1355'
d163,d163_23,50,'a0=_inf<x<=_0_1355'
d163,d163_8,50,'a0=_inf<x<=_0_1355'
d163,d163_9,51,'a0=_inf<x<=_0_1355'
d164,d164_12,50,'a0=_inf<x<=_0_1355'
d164,d164_18,45,'a0=_inf<x<=_0_1355'
d164,d164_24,45,'a0=_inf<x<=_0_1355'
d164,d164_25,45,'a0=_inf<x<=_0_1355'
d164,d164_28,50,'a0=_inf<x<=_0_1355'
d164,d164_29,45,'a0=_inf<x<=_0_1355'
d164,d164_38,45,'a0=_inf<x<=_0_1355'
d164,d164_5,50,'a0=_inf<x<=_0_1355'
d164,d164_7,50,'a0=_inf<x<=_0_1355'
d165,d165_25,45,'a0=_inf<x<=_0_1355'
d165,d165_27,42,'a0=_inf<x<=_0_1355'
d166,d166_18,40,'a0=_inf<x<=_0_1355'
d167,d167_13,45,'a0=_inf<x<=_0_1355'
d168,d168_18,45,'a0=_inf<x<=_0_1355'
d170,d170_12,49,'a0=_inf<x<=_0_1355'
d170,d170_14,51,'a0=_inf<x<=_0_1355'
d170,d170_15,51,'a0=_inf<x<=_0_1355'
d172,d172_2,45,'a0=_inf<x<=_0_1355'
d173,d173_40,45,'a0=_inf<x<=_0_1355'
d173,d173_64,45,'a0=_inf<x<=_0_1355'
d173,d173_65,51,'a0=_inf<x<=_0_1355'
d176,d176_12,40,'a0=_inf<x<=_0_1355'
d176,d176_16,40,'a0=_inf<x<=_0_1355'
d177,d177_11,50,'a0=_inf<x<=_0_1355'
d177,d177_25,50,'a0=_inf<x<=_0_1355'
d177,d177_32,50,'a0=_inf<x<=_0_1355'
d177,d177_39,50,'a0=_inf<x<=_0_1355'
d177,d177_9,50,'a0=_inf<x<=_0_1355'
d179,d179_16,40,'a0=_inf<x<=_0_1355'
d179,d179_17,40,'a0=_inf<x<=_0_1355'
d179,d179_20,40,'a0=_inf<x<=_0_1355'
d18,d18_11,40,'a0=_inf<x<=_0_1355'
d18,d18_6,40,'a0=_inf<x<=_0_1355'
d18,d18_7,40,'a0=_inf<x<=_0_1355'
d182,d182_12,50,'a0=_inf<x<=_0_1355'
d182,d182_17,40,'a0=_inf<x<=_0_1355'
d182,d182_25,40,'a0=_inf<x<=_0_1355'
d182,d182_32,50,'a0=_inf<x<=_0_1355'
d182,d182_33,51,'a0=_inf<x<=_0_1355'
d183,d183_30,45,'a0=_inf<x<=_0_1355'
d183,d183_32,45,'a0=_inf<x<=_0_1355'
d183,d183_34,40,'a0=_inf<x<=_0_1355'
d183,d183_35,42,'a0=_inf<x<=_0_1355'
d183,d183_36,45,'a0=_inf<x<=_0_1355'
d183,d183_38,45,'a0=_inf<x<=_0_1355'
d183,d183_53,40,'a0=_inf<x<=_0_1355'
d183,d183_56,45,'a0=_inf<x<=_0_1355'
d185,d185_10,51,'a0=_inf<x<=_0_1355'
d185,d185_11,49,'a0=_inf<x<=_0_1355'
d185,d185_9,51,'a0=_inf<x<=_0_1355'
d186,d186a_101,45,'a0=_inf<x<=_0_1355'
d186,d186a_13,49,'a0=_inf<x<=_0_1355'
d186,d186a_23,51,'a0=_inf<x<=_0_1355'
d186,d186a_34,50,'a0=_inf<x<=_0_1355'
d186,d186a_36,50,'a0=_inf<x<=_0_1355'
d186,d186a_4,45,'a0=_inf<x<=_0_1355'
d186,d186a_48,45,'a0=_inf<x<=_0_1355'
d186,d186a_51,50,'a0=_inf<x<=_0_1355'
d186,d186a_6,45,'a0=_inf<x<=_0_1355'
d186,d186a_69,42,'a0=_inf<x<=_0_1355'
d186,d186a_88,45,'a0=_inf<x<=_0_1355'
d186,d186a_91,50,'a0=_inf<x<=_0_1355'
d186,d186a_93,50,'a0=_inf<x<=_0_1355'
d186,d186b_54,45,'a0=_inf<x<=_0_1355'
d186,d186b_55,51,'a0=_inf<x<=_0_1355'
d189,d189_21,45,'a0=_inf<x<=_0_1355'
d19,d19_23,40,'a0=_inf<x<=_0_1355'
d19,d19_24,40,'a0=_inf<x<=_0_1355'
d191,d191_15,51,'a0=_inf<x<=_0_1355'
d191,d191_16,49,'a0=_inf<x<=_0_1355'
d192,d192_13,49,'a0=_inf<x<=_0_1355'
d192,d192_21,51,'a0=_inf<x<=_0_1355'
d193,d193_2,50,'a0=_inf<x<=_0_1355'
d193,d193_5,50,'a0=_inf<x<=_0_1355'
d195,d195_9,52,'a0=_0_1355<x<=_0_0175'
d199,d199_25,40,'a0=_inf<x<=_0_1355'
d20,d20_10,50,'a0=_inf<x<=_0_1355'
d20,d20_17,40,'a0=_inf<x<=_0_1355'
d20,d20_18,40,'a0=_inf<x<=_0_1355'
d200,d200_13,41,'a0=_inf<x<=_0_1355'
d201,d201_18,40,'a0=_inf<x<=_0_1355'
d201,d201_38,40,'a0=_inf<x<=_0_1355'
d202,d202_23,42,'a0=_inf<x<=_0_1355'
d207,d207_12,49,'a0=_inf<x<=_0_1355'
d207,d207_18,51,'a0=_inf<x<=_0_1355'
d207,d207_23,49,'a0=_inf<x<=_0_1355'
d207,d207_29,51,'a0=_inf<x<=_0_1355'
d209,d209_10,45,'a0=_inf<x<=_0_1355'
d209,d209_11,50,'a0=_inf<x<=_0_1355'
d21,d21_20,50,'a0=_inf<x<=_0_1355'
d21,d21_24,40,'a0=_inf<x<=_0_1355'
d21,d21_25,40,'a0=_inf<x<=_0_1355'
d210,d210_26,40,'a0=_inf<x<=_0_1355'
d211,d211_17,50,'a0=_inf<x<=_0_1355'
d211,d211_22,51,'a0=_inf<x<=_0_1355'
d212,d212_18,50,'a0=_inf<x<=_0_1355'
d212,d212_20,40,'a0=_inf<x<=_0_1355'
d212,d212_21,40,'a0=_inf<x<=_0_1355'
d212,d212_39,45,'a0=_inf<x<=_0_1355'
d212,d212_42,50,'a0=_inf<x<=_0_1355'
d212,d212_44,40,'a0=_inf<x<=_0_1355'
d212,d212_45,40,'a0=_inf<x<=_0_1355'
d213,d213_15,45,'a0=_inf<x<=_0_1355'
d213,d213_16,51,'a0=_inf<x<=_0_1355'
d217,d217_23,40,'a0=_inf<x<=_0_1355'
d22,d22_24,40,'a0=_inf<x<=_0_1355'
d221,d221_17,50,'a0=_inf<x<=_0_1355'
d221,d221_19,40,'a0=_inf<x<=_0_1355'
d221,d221_20,40,'a0=_inf<x<=_0_1355'
d221,d221_34,50,'a0=_inf<x<=_0_1355'
d221,d221_36,45,'a0=_inf<x<=_0_1355'
d221,d221_38,40,'a0=_inf<x<=_0_1355'
d221,d221_39,40,'a0=_inf<x<=_0_1355'
d224,d224_12,40,'a0=_inf<x<=_0_1355'
d224,d224_13,40,'a0=_inf<x<=_0_1355'
d225,d225a_25,49,'a0=_inf<x<=_0_1355'
d225,d225a_29,51,'a0=_inf<x<=_0_1355'
d225,d225b_25,49,'a0=_inf<x<=_0_1355'
d225,d225b_29,51,'a0=_inf<x<=_0_1355'
d232,d232_7,50,'a0=_inf<x<=_0_1355'
d233,d233_13,49,'a0=_inf<x<=_0_1355'
d233,d233_14,45,'a0=_inf<x<=_0_1355'
d233,d233_17,40,'a0=_inf<x<=_0_1355'
d233,d233_18,49,'a0=_inf<x<=_0_1355'
d233,d233_23,49,'a0=_inf<x<=_0_1355'
d234,d234_17,40,'a0=_inf<x<=_0_1355'
d234,d234_2,49,'a0=_inf<x<=_0_1355'
d234,d234_7,49,'a0=_inf<x<=_0_1355'
d234,d234_8,49,'a0=_inf<x<=_0_1355'
d235,d235_14,49,'a0=_inf<x<=_0_1355'
d235,d235_16,49,'a0=_inf<x<=_0_1355'
d235,d235_2,40,'a0=_inf<x<=_0_1355'
d235,d235_3,49,'a0=_inf<x<=_0_1355'
d237,d237_13,49,'a0=_inf<x<=_0_1355'
d237,d237_2,40,'a0=_inf<x<=_0_1355'
d237,d237_3,49,'a0=_inf<x<=_0_1355'
d237,d237_4,49,'a0=_inf<x<=_0_1355'
d23_1,d23_1_21,50,'a0=_inf<x<=_0_1355'
d240,d240_3,50,'a0=_inf<x<=_0_1355'
d240,d240_8,45,'a0=_inf<x<=_0_1355'
d241,d241_3,45,'a0=_inf<x<=_0_1355'
d241,d241_6,45,'a0=_inf<x<=_0_1355'
d242,d242_13,50,'a0=_inf<x<=_0_1355'
d242,d242_19,50,'a0=_inf<x<=_0_1355'
d243,d243_10,50,'a0=_inf<x<=_0_1355'
d244,d244_2,40,'a0=_inf<x<=_0_1355'
d244,d244_3,49,'a0=_inf<x<=_0_1355'
d244,d244_5,49,'a0=_inf<x<=_0_1355'
d245,d245_10,50,'a0=_inf<x<=_0_1355'
d246,d246_27,49,'a0=_inf<x<=_0_1355'
d246,d246_29,51,'a0=_inf<x<=_0_1355'
d246,d246_68,49,'a0=_inf<x<=_0_1355'
d246,d246_72,51,'a0=_inf<x<=_0_1355'
d247,d247_16,49,'a0=_inf<x<=_0_1355'
d247,d247_17,49,'a0=_inf<x<=_0_1355'
d247,d247_26,40,'a0=_inf<x<=_0_1355'
d247,d247_3,50,'a0=_inf<x<=_0_1355'
d248,d248_1,49,'a0=_inf<x<=_0_1355'
d248,d248_15,51,'a0=_inf<x<=_0_1355'
d251,d251_1,40,'a0=_inf<x<=_0_1355'
d251,d251_11,49,'a0=_inf<x<=_0_1355'
d251,d251_19,49,'a0=_inf<x<=_0_1355'
d251,d251_3,49,'a0=_inf<x<=_0_1355'
d253,d253_12,49,'a0=_inf<x<=_0_1355'
d253,d253_2,40,'a0=_inf<x<=_0_1355'
d253,d253_7,49,'a0=_inf<x<=_0_1355'
d254,d254_3,50,'a0=_inf<x<=_0_1355'
d254,d254_8,50,'a0=_inf<x<=_0_1355'
d256,d256_18,49,'a0=_inf<x<=_0_1355'
d256,d256_19,49,'a0=_inf<x<=_0_1355'
d256,d256_29,40,'a0=_inf<x<=_0_1355'
d257,d257_10,49,'a0=_inf<x<=_0_1355'
d257,d257_19,49,'a0=_inf<x<=_0_1355'
d257,d257_6,49,'a0=_inf<x<=_0_1355'
